grupo;id;url_fonte;bairro;area_total_m2;valor_anunciado
33;zapim-2900971695;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-mansoes-aeroporto-uberlandia-mg-5193m2-id-2900971695/;Mansões Aeroporto;5193;1315000
33;vivar-2800902974;https://www.vivareal.com.br/imovel/lote-terreno-mansoes-aeroporto-bairros-uberlandia-5221m2-venda-RS1312500-id-2800902974/;Mansões Aeroporto;5221;1312500
33;vivar-2841689601;https://www.vivareal.com.br/imovel/lote-terreno-mansoes-aeroporto-bairros-uberlandia-5193m2-venda-RS1350000-id-2841689601/;Mansões Aeroporto;5193;1350000
33;vivar-2879979110;https://www.vivareal.com.br/imovel/lote-terreno-mansoes-aeroporto-bairros-uberlandia-5221m2-venda-RS1350000-id-2879979110/;Mansões Aeroporto;5221;1350000
33;vivar-2886911989;https://www.vivareal.com.br/imovel/lote-terreno-mansoes-aeroporto-bairros-uberlandia-5193m2-venda-RS1250000-id-2886911989/;Mansões Aeroporto;5193;1250000
33;vivar-2895656075;https://www.vivareal.com.br/imovel/lote-terreno-mansoes-aeroporto-bairros-uberlandia-5193m2-venda-RS1316250-id-2895656075/;Mansões Aeroporto;5193;1316250
33;vivar-2900971695;https://www.vivareal.com.br/imovel/lote-terreno-mansoes-aeroporto-bairros-uberlandia-5193m2-venda-RS1315000-id-2900971695/;Mansões Aeroporto;5193;1315000
34;zapim-2800981700;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-1-quarto-altamira-uberlandia-mg-5100m2-id-2800981700/;Altamira;5100;20400000
34;vivar-2800981700;https://www.vivareal.com.br/imovel/lote-terreno-1-quartos-altamira-bairros-uberlandia-5100m2-venda-RS20400000-id-2800981700/;Altamira;5100;20400000
35;zapim-2814130522;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-churrasqueira-distrito-industrial-uberlandia-mg-5000m2-id-2814130522/;Distrito Industrial;5000;2367217
35;zapim-2827352321;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-distrito-industrial-uberlandia-mg-5000m2-id-2827352321/;Distrito Industrial;5000;1055000
35;vivar-2814130522;https://www.vivareal.com.br/imovel/lote-terreno-distrito-industrial-bairros-uberlandia-5000m2-venda-RS2367217-id-2814130522/;Distrito Industrial;5000;2367217
35;vivar-2827352321;https://www.vivareal.com.br/imovel/lote-terreno-distrito-industrial-bairros-uberlandia-5000m2-venda-RS1055000-id-2827352321/;Distrito Industrial;5000;1055000
36;zapim-2821263923;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aclimacao-uberlandia-mg-5208m2-id-2821263923/;Aclimação;5204,24;1255186
36;vivar-2821263923;https://www.vivareal.com.br/imovel/lote-terreno-aclimacao-bairros-uberlandia-5208m2-venda-RS1255186-id-2821263923/;Aclimação;5204,24;1255186
37;zapim-2829595716;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-tubalina-uberlandia-mg-5220m2-id-2829595716/;Tubalina;5220;2610000
37;zapim-2895652094;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-tubalina-uberlandia-mg-5220m2-id-2895652094/;Tubalina;5220;2610000
37;vivar-2895652094;https://www.vivareal.com.br/imovel/lote-terreno-tubalina-bairros-uberlandia-5220m2-venda-RS2610000-id-2895652094/;Tubalina;5220;2610000
38;zapim-2831646123;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-holanda-uberlandia-mg-17802m2-id-2831646123/;Jardim Holanda;17802;15000000
38;vivar-2831646123;https://www.vivareal.com.br/imovel/lote-terreno-jardim-holanda-bairros-uberlandia-17802m2-venda-RS15000000-id-2831646123/;Jardim Holanda;17802;15000000
39;zapim-2831646629;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-taiaman-uberlandia-mg-33495m2-id-2831646629/;Taiaman;33495;10000000
39;vivar-2831646629;https://www.vivareal.com.br/imovel/lote-terreno-taiaman-bairros-uberlandia-33495m2-venda-RS10000000-id-2831646629/;Taiaman;33495;10000000
40;zapim-2831648570;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-morumbi-uberlandia-mg-10500m2-id-2831648570/;Morumbi;10500;10000000
40;vivar-2831648570;https://www.vivareal.com.br/imovel/lote-terreno-morumbi-bairros-uberlandia-10500m2-venda-RS10000000-id-2831648570/;Morumbi;10500;10000000
41;zapim-2840024319;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-morada-nova-uberlandia-mg-5250m2-id-2840024319/;Morada Nova;5250;2625000
41;vivar-2840024319;https://www.vivareal.com.br/imovel/lote-terreno-morada-nova-bairros-uberlandia-5250m2-venda-RS2625000-id-2840024319/;Morada Nova;5250;2625000
42;zapim-2844343926;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-das-palmeiras-uberlandia-mg-6666m2-id-2844343926/;Jardim das Palmeiras;6666,66;350000
42;vivar-2844343926;https://www.vivareal.com.br/imovel/lote-terreno-jardim-das-palmeiras-bairros-uberlandia-6666m2-venda-RS350000-id-2844343926/;Jardim das Palmeiras;6666,66;350000
43;zapim-2845096468;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-planalto-uberlandia-mg-6000m2-id-2845096468/;Planalto;6000;4200000
43;zapim-2845100420;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-planalto-uberlandia-mg-6000m2-id-2845100420/;Planalto;6000;4200000
43;vivar-2845096468;https://www.vivareal.com.br/imovel/lote-terreno-planalto-bairros-uberlandia-6000m2-venda-RS4200000-id-2845096468/;Planalto;6000;4200000
43;vivar-2845100420;https://www.vivareal.com.br/imovel/lote-terreno-planalto-bairros-uberlandia-6000m2-venda-RS4200000-id-2845100420/;Planalto;6000;4200000
44;zapim-2847095817;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-morada-do-sol-uberlandia-mg-5260m2-id-2847095817/;Morada do Sol;5260;1700000
44;vivar-2847095817;https://www.vivareal.com.br/imovel/lote-terreno-morada-do-sol-bairros-uberlandia-5260m2-venda-RS1700000-id-2847095817/;Morada do Sol;5260;1700000
45;zapim-2855250204;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-holanda-uberlandia-mg-20000m2-id-2855250204/;Jardim Holanda;20000;15000000
45;zapim-2858424668;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-holanda-uberlandia-mg-20000m2-id-2858424668/;Jardim Holanda;20000;15000000
45;vivar-2858424668;https://www.vivareal.com.br/imovel/lote-terreno-jardim-holanda-bairros-uberlandia-20000m2-venda-RS15000000-id-2858424668/;Jardim Holanda;20000;15000000
46;zapim-2855255058;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-dona-zulmira-uberlandia-mg-5252m2-id-2855255058/;Dona Zulmira;5251,82;5790000
46;vivar-2855255058;https://www.vivareal.com.br/imovel/lote-terreno-dona-zulmira-bairros-uberlandia-5252m2-venda-RS5790000-id-2855255058/;Dona Zulmira;5251,82;5790000
47;zapim-2860247995;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-residencial-fruta-do-conde-uberlandia-mg-7500m2-id-2860247995/;Residencial Fruta do Condé;7500;3000000
47;vivar-2860247995;https://www.vivareal.com.br/imovel/lote-terreno-residencial-fruta-do-conde-bairros-uberlandia-7500m2-venda-RS3000000-id-2860247995/;Residencial Fruta do Condé;7500;3000000
48;zapim-2867774650;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-cozinha-jardim-holanda-uberlandia-mg-17000m2-id-2867774650/;Jardim Holanda;17000;14450000
48;zapim-2869931287;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-holanda-uberlandia-mg-17064m2-id-2869931287/;Jardim Holanda;17064;14505000
48;vivar-2867774650;https://www.vivareal.com.br/imovel/lote-terreno-jardim-holanda-bairros-uberlandia-17000m2-venda-RS14450000-id-2867774650/;Jardim Holanda;17000;14450000
48;vivar-2869931287;https://www.vivareal.com.br/imovel/lote-terreno-jardim-holanda-bairros-uberlandia-17064m2-venda-RS14505000-id-2869931287/;Jardim Holanda;17064;14505000
49;zapim-2880574986;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-centro-uberlandia-mg-5000m2-id-2880574986/;Centro;5000;2345890
49;zapim-2895657873;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-centro-uberlandia-mg-5000m2-id-2895657873/;Centro;5000;2345891
50;zapim-2881397557;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-nova-uberlandia-uberlandia-mg-6300m2-id-2881397557/;Nova Uberlândia;6300;1050000
50;vivar-2881397557;https://www.vivareal.com.br/imovel/lote-terreno-nova-uberlandia-bairros-uberlandia-6300m2-venda-RS1050000-id-2881397557/;Nova Uberlândia;6300;1050000
51;zapim-2881938473;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-1-quarto-minas-gerais-uberlandia-mg-8259m2-id-2881938473/;Minas Gerais;8259;1200
51;vivar-2881938473;https://www.vivareal.com.br/imovel/lote-terreno-1-quartos-minas-gerais-bairros-uberlandia-8259m2-venda-RS1200-id-2881938473/;Minas Gerais;8259;1200
52;zapim-2895652367;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-gavea-uberlandia-mg-6011m2-id-2895652367/;Gávea;6011,4;3000000
52;vivar-2895652367;https://www.vivareal.com.br/imovel/lote-terreno-gavea-bairros-uberlandia-6011m2-venda-RS3000000-id-2895652367/;Gávea;6011,4;3000000
53;zapim-2895652969;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-distrito-industrial-uberlandia-mg-29200m2-id-2895652969/;Distrito Industrial;29200;2300000
53;vivar-2895652969;https://www.vivareal.com.br/imovel/lote-terreno-distrito-industrial-bairros-uberlandia-29200m2-venda-RS2300000-id-2895652969/;Distrito Industrial;29200;2300000
54;zapim-2895654194;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-tubalina-uberlandia-mg-12000m2-id-2895654194/;Tubalina;12000;12600000
54;vivar-2895654194;https://www.vivareal.com.br/imovel/lote-terreno-tubalina-bairros-uberlandia-12000m2-venda-RS12600000-id-2895654194/;Tubalina;12000;12600000
55;zapim-2895654782;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-shopping-park-uberlandia-mg-6200m2-id-2895654782/;Shopping Park;6200;2100000
55;vivar-2895654782;https://www.vivareal.com.br/imovel/lote-terreno-shopping-park-bairros-uberlandia-6200m2-venda-RS2100000-id-2895654782/;Shopping Park;6200;2100000
56;zapim-2897567888;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-karaiba-uberlandia-mg-5000m2-id-2897567888/;Jardim Karaíba;5000;969000
56;vivar-2897567888;https://www.vivareal.com.br/imovel/lote-terreno-jardim-karaiba-bairros-uberlandia-5000m2-venda-RS969000-id-2897567888/;Jardim Karaíba;5000;969000
57;vivar-2568378355;https://www.vivareal.com.br/imovel/lote-terreno-aclimacao-bairros-uberlandia-8700m2-venda-RS5700000-id-2568378355/;Aclimação;7700;5700000
57;vivar-2887893836;https://www.vivareal.com.br/imovel/lote-terreno-aclimacao-bairros-uberlandia-8700m2-venda-RS5700000-id-2887893836/;Aclimação;7700;5700000
